Cage,Cage_True,Time_Caging,Week,Treatment,Channel,Species,Common_Name,Vol_disp,Vol_empty_beaker,Vol_animal,Vol_water,WetWeight_g,WetWeight_kg,WW_MR_ml.h.g,MO2_ml.h,rsqrt,Run_#,Chamer size,Start,End,Run_Date,DeltaT_start,DeltaT_end,Notes,N_Dusky,Quality
7,7,End,Week 7,Unfed,3,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,13.96,0.01396,0.006953638,0.09750407,1,54,?,16:17,17:20,13/05/2021,563,633,,,
7,7,End,Week 7,Unfed,2,Tegula pulligo,Dusky turban snail,32,30,2,238,6.43,0.00643,0.01518714,0.09814131,1,55,240ml,6:45,7:35,14/05/2021,0,3156,,3,
8,8,End,Week 7,Unfed,4,Mesocentrotus franciscanus,Red sea urchin,307,300,7,233,8.9,0.0089,0.01122207,0.09851687,1,66,240ml,15:07,16:10,14/05/2021,23898,27769,,,
7,7,End,Week 7,Unfed,3,Strongylocentrotus purpuratus,Purple sea urchin,510,500,10,620,13.21,0.01321,0.008079893,0.1087061,1,52,630ml,14:20,15:30,13/05/2021,448,514,short,,
9,9,Start,Week 2,Unfed,9,Pomaulax gibberosus,Red turban snail,310,300,10,230,14.37,0.01437,0.01296146,0.1862561,0.82,35,240ml,12:33,13:35,10/04/2021,10151,13891,,,
7,7,Start,Week 2,Unfed,4,Tegula pulligo,Dusky turban snail,36,30,6,234,8.38,0.00838,0.01342309,0.1208953,1,14,240ml,8:10,9:05,09/04/2021,60,102,Used D1Channel10 for background resp (broken sensor),2,
8,8,End,Week 7,Unfed,9,Pomaulax gibberosus,Red turban snail,310,300,10,230,11.43,0.01143,0.01108707,0.1267299,1,66,240ml,15:07,16:10,14/05/2021,20747,24618,,,
1,1,Start,Week 2,Saccharina,1,Tegula pulligo,Dusky turban snail,32,30,2,238,6.29,0.00629,0.02023901,0.1273034,1,7,240ml,11:35,12:30,08/04/2021,258,309,,3,
4,4,Start,Week 2,Macrocystis,7,Pomaulax gibberosus,Red turban snail,365,300,65,175,127.34,0.12734,0.008122361,1.034301,0.99,8,240ml,15:00,15:30,08/04/2021,460,490,,,
7,7,End,Week 7,Unfed,9,Mesocentrotus franciscanus,Red sea urchin,525,500,25,605,23.97,0.02397,0.005547406,0.1329713,1,52,630ml,14:20,15:30,13/05/2021,448,514,,,
7,7,End,Week 7,Unfed,8,Pomaulax gibberosus,Red turban snail,510,500,10,230,16.36,0.01636,0.008313202,0.136004,1,53,240ml,15:35,16:12,13/05/2021,521,557,,,
9,9,Start,Week 2,Unfed,3,Pomaulax gibberosus,Red turban snail,310,300,10,230,17.5,0.0175,0.01063829,0.1861701,1,34,240ml,11:35,12:15,10/04/2021,10247,12573,,,
8,8,Start,Week 2,Unfed,7,Tegula pulligo,Dusky turban snail,31,30,1,239,4.76,0.00476,0.02952377,0.1405331,1,23,240ml,14:18,15:05,09/04/2021,413,458,Channel 8 is blank (skipped broken sensor 6),3,
8,8,Start,Week 2,Unfed,5,Pomaulax gibberosus,Red turban snail,320,300,20,220,23.44,0.02344,0.007249748,0.1823059,1,24,240ml,15:20,15:40,09/04/2021,473,526,Used D1Channel10 for background resp (broken sensor),,
8,8,Start,Week 2,Unfed,10,Mesocentrotus franciscanus,Red sea urchin,510,500,10,230,9.45,0.00945,0.01517937,0.143445,1,27,240ml,18:10,19:00,09/04/2021,643,702,Used D1Channel10 for background resp (broken sensor),,
9,9,Start,Week 2,Unfed,9,Strongylocentrotus purpuratus,Purple sea urchin,345,300,45,195,50.5,0.0505,0.002856503,0.1442604,1,36,240ml,13:45,14:20,10/04/2021,13892,16083,,,
8,8,Start,Week 2,Unfed,5,Mesocentrotus franciscanus,Red sea urchin,510,500,10,230,12.08,0.01208,0.01218549,0.1472007,1,27,240ml,18:10,19:00,09/04/2021,643,702,Used D1Channel10 for background resp (broken sensor),,
9,9,Start,Week 2,Unfed,5,Tegula pulligo,Dusky turban snail,33,30,3,237,7.11,0.00711,0.02084519,0.1482093,1,32,240ml,10:35,11:30,10/04/2021,7117,10246,,3,
8,8,Start,Week 2,Unfed,5,Tegula pulligo,Dusky turban snail,31,30,1,239,5.78,0.00578,0.02587592,0.1495628,1,23,240ml,14:18,15:05,09/04/2021,413,458,Used D1Channel10 for background resp (broken sensor),3,
4,4,End,Week 7,Macrocystis,4,Tegula pulligo,Dusky turban snail,31.5,30,1.5,238.5,5.62,0.00562,0.02692767,0.1513335,1,46,240ml,9:10,9:55,13/05/2021,136,192,,3,
8,8,End,Week 7,Unfed,6,Tegula pulligo,Dusky turban snail,31,30,1,239,5.99,0.00599,0.02537764,0.1520196,1,64,240ml,12:52,13:55,14/05/2021,16960,20594,,3,
3,3,Start,Week 2,Saccharina,9,Pomaulax gibberosus,Red turban snail,320,300,20,220,26.38,0.02638,0.00688764,0.1816959,0.98,31,240ml,9:55,10:25,10/04/2021,5503,7116,,,
5,5,Start,Week 2,Macrocystis,9,Pomaulax gibberosus,Red turban snail,340,300,40,200,58.46,0.05846,0.003092237,0.1807722,0.98,21,240ml,12:45,13:15,09/04/2021,335,348,Used D1Channel10 for background resp (broken sensor),,
5,5,Start,Week 2,Macrocystis,1,Tegula pulligo,Dusky turban snail,32,30,2,238,7.95,0.00795,0.01987916,0.1580393,1,23,240ml,14:18,15:05,09/04/2021,413,458,Used D1Channel10 for background resp (broken sensor),3,
9,9,End,Week 7,Unfed,5,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,12.25,0.01225,0.01294433,0.1585729,1,80,240ml,14:05,14:50,15/05/2021,16022,18710,,,
9,9,End,Week 7,Unfed,8,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,10.37,0.01037,0.0153128,0.1587948,1,80,240ml,14:05,14:50,15/05/2021,13782,16470,,,
6,6,Start,Week 2,Macrocystis,9,Pomaulax gibberosus,Red turban snail,305,300,5,235,10.91,0.01091,0.016531,0.1803532,0.89,41,240ml,17:08,17:45,10/04/2021,21391,23692,,,
8,8,End,Week 7,Unfed,4,Tegula pulligo,Dusky turban snail,31,30,1,239,5.84,0.00584,0.02760927,0.1612477,1,64,240ml,12:52,13:55,14/05/2021,16960,20594,,3,
7,7,End,Week 7,Unfed,4,Tegula pulligo,Dusky turban snail,33,30,3,237,7.8,0.0078,0.020723,0.1616394,1,55,240ml,6:45,7:35,14/05/2021,0,3156,,3,
2,2,Start,Week 2,Saccharina,3,Pomaulax gibberosus,Red turban snail,505,500,5,235,15.52,0.01552,0.01049306,0.1712851,0.99,18,?,10:00,10:40,09/04/2021,154,194,Used D1Channel10 for background resp (broken sensor),,
8,8,End,Week 7,Unfed,7,Pomaulax gibberosus,Red turban snail,310,300,10,230,15.21,0.01521,0.0111355,0.169371,1,66,240ml,15:07,16:10,14/05/2021,23898,27769,,,
7,7,End,Week 7,Unfed,8,Mesocentrotus franciscanus,Red sea urchin,525,500,25,605,23.53,0.02353,0.007316033,0.1721463,1,52,630ml,14:20,15:30,13/05/2021,448,514,,,
8,8,End,Week 7,Unfed,3,Pomaulax gibberosus,Red turban snail,310,300,10,230,24.33,0.02433,0.007023342,0.1732062,1,65,240ml,14:05,15:00,14/05/2021,20595,23897,,,
3,3,Start,Week 2,Saccharina,2,Tegula pulligo,Dusky turban snail,34,30,4,236,7.47,0.00747,0.02336989,0.1745731,1,32,240ml,10:35,11:30,10/04/2021,8363,11492,,3,
7,7,End,Week 7,Unfed,2,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,16.85,0.01685,0.009828892,0.176095,1,54,?,16:17,17:20,13/05/2021,563,633,,,
3,3,End,Week 7,Saccharina,1,Tegula pulligo,Dusky turban snail,32.5,30,2.5,237.5,6.02,0.00602,0.03013707,0.1814305,1,73,240ml,8:30,9:05,15/05/2021,3287,5553,,3,
4,4,Start,Week 2,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,308,300,8,232,6.13,0.00613,0.02721554,0.1504226,0.96,8,240ml,15:00,15:30,08/04/2021,460,490,,,
5,5,Start,Week 2,Macrocystis,2,Tegula pulligo,Dusky turban snail,33,30,3,237,11.28,0.01128,0.01617919,0.1825013,1,23,240ml,14:18,15:05,09/04/2021,413,458,Used D1Channel10 for background resp (broken sensor),3,
3,3,Start,Week 2,Saccharina,9,Pomaulax gibberosus,Red turban snail,345,300,45,195,61.46,0.06146,0.002417829,0.1640338,0.89,30,240ml,8:50,9:50,10/04/2021,3178,5002,,,
9,9,Start,Week 2,Unfed,5,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,9.49,0.00949,0.01967405,0.1867067,1,36,240ml,13:45,14:20,10/04/2021,16797,18988,,,
8,8,Start,Week 2,Unfed,3,Pomaulax gibberosus,Red turban snail,310,300,10,230,12.49,0.01249,0.01195351,0.163225,1,24,240ml,15:20,15:40,09/04/2021,473,526,Used D1Channel10 for background resp (broken sensor),,
3,3,End,Week 7,Saccharina,2,Tegula pulligo,Dusky turban snail,33,30,3,237,8.63,0.00863,0.02219717,0.1915563,1,73,240ml,8:30,9:05,15/05/2021,3286,5552,,3,
9,9,Start,Week 2,Unfed,1,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,14.31,0.01431,0.01359951,0.194609,1,35,240ml,12:33,13:35,10/04/2021,12570,16310,,,
8,8,Start,Week 2,Unfed,8,Pomaulax gibberosus,Red turban snail,330,300,30,210,28.44,0.02844,0.005579276,0.1596808,1,24,240ml,15:20,15:40,09/04/2021,473,494,Used D1Channel10 for background resp (broken sensor),,
5,5,End,Week 7,Macrocystis,9,Pomaulax gibberosus,Red turban snail,310,300,10,230,8.94,0.00894,0.02193929,0.1961328,1,62,240ml,11:30,12:15,14/05/2021,9642,12446,,,
8,8,Start,Week 2,Unfed,2,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,13.06,0.01306,0.01521385,0.1986929,1,25,240ml,16:20,17:10,09/04/2021,534,570,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,9,Pomaulax gibberosus,Red turban snail,330,300,30,210,45.67,0.04567,0.009570434,0.4370817,1,8,240ml,15:00,15:30,08/04/2021,460,490,,,
9,9,End,Week 7,Unfed,4,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,14.69,0.01469,0.01381005,0.2028763,1,80,240ml,14:05,14:50,15/05/2021,16023,18711,,,
8,8Extra,End,Week 7,Unfed,9,Mesocentrotus franciscanus,Red sea urchin,510,500,10,230,19.01,0.01901,0.01192241,0.206575,1,68,240ml,16:20,17:05,14/05/2021,25619,26621,,,
3,3,Start,Week 2,Saccharina,1,Mesocentrotus franciscanus,Red sea urchin,530,500,30,210,47.34,0.04734,4.40E-03,0.2068455,1,29,630ml,7:35,8:40,10/04/2021,808,3177,,,
4,4,Start,Week 2,Macrocystis,1,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,8.24,0.00824,0.02099575,0.1730049,0.99,8,240ml,15:00,15:30,08/04/2021,460,490,,,
7,7,End,Week 7,Unfed,8,Pomaulax gibberosus,Red turban snail,310,300,10,230,14.47,0.01447,0.01446977,0.2093776,1,54,?,16:17,17:20,13/05/2021,563,633,,,
4,4,Start,Week 2,Macrocystis,8,Pomaulax gibberosus,Red turban snail,320,300,20,220,31.82,0.03182,0.007159869,0.227827,0.99,8,240ml,15:00,15:30,08/04/2021,460,490,,,
4,4,Start,Week 2,Macrocystis,3,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,19.52,0.01952,0.04963914,0.968956,0.99,8,240ml,15:00,15:30,08/04/2021,460,490,,,
6,6,Start,Week 2,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,340,300,40,200,46.68,0.04668,0.004514072,0.2107169,1,41,240ml,17:08,17:45,10/04/2021,26183,28484,,,
9,9,End,Week 7,Unfed,6,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,17.99,0.01799,0.01172839,0.2109962,1,80,240ml,14:05,14:50,15/05/2021,13782,16470,,,
2,2,Start,Week 2,Saccharina,9,Pomaulax gibberosus,Red turban snail,505,500,5,235,15.17,0.01517,0.009863258,0.158067,0.99,18,?,10:00,10:40,09/04/2021,154,194,Used D1Channel10 for background resp (broken sensor),,
9,9,End,Week 7,Unfed,2,Pomaulax gibberosus,Red turban snail,310,300,10,230,16.3,0.0163,0.0130747,0.2131226,1,80,240ml,14:05,14:50,15/05/2021,16022,18710,,,
8,8,Start,Week 2,Unfed,1,Pomaulax gibberosus,Red turban snail,310,300,10,230,14.91,0.01491,0.01336594,0.1577874,0.97,24,240ml,15:20,15:40,09/04/2021,473,525,Used D1Channel10 for background resp (broken sensor),,
2,2,End,Week 7,Saccharina,8,Tegula pulligo,Dusky turban snail,34,30,4,236,10.08,0.01008,0.0214327,0.2160366,1,55,240ml,6:45,7:35,14/05/2021,0,3011,,3,
1,1,End,Week 7,Saccharina,1,Tegula pulligo,Dusky turban snail,33,30,3,237,8.39,0.00839,0.02591349,0.2174141,1,46,240ml,9:10,9:55,13/05/2021,136,191,,3,
3,3,Start,Week 2,Saccharina,2,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,19.2,0.0192,0.01239071,0.2208125,1,30,240ml,8:50,9:50,10/04/2021,5403,6548,restarted Channel 2 at 9:26,,
5,5,End,Week 7,Macrocystis,1,Tegula pulligo,Dusky turban snail,34,30,4,236,10.49,0.01049,0.02108236,0.221154,1,64,240ml,12:52,13:55,14/05/2021,16960,20594,,3,
2,2,Start,Week 2,Saccharina,2,Pomaulax gibberosus,Red turban snail,510,500,10,230,18.68,0.01868,0.007842118,0.1547402,1,18,?,10:00,10:40,09/04/2021,154,194,Used D1Channel10 for background resp (broken sensor),,
4,4,Start,Week 2,Macrocystis,6,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,9.8,0.0098,0.02323416,0.2276948,1,8,240ml,15:00,15:30,08/04/2021,460,490,,,
4,4,Start,Week 2,Macrocystis,2,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,13.72,0.01372,0.02266478,0.3109607,1,8,240ml,15:00,15:30,08/04/2021,460,490,,,
9,9,Start,Week 2,Unfed,3,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,15.01,0.01501,0.0154875,0.2324674,1,36,240ml,13:45,14:20,10/04/2021,16315,18506,,,
2,2,End,Week 7,Saccharina,6,Pomaulax gibberosus,Red turban snail,310,300,10,230,13.66,0.01366,0.01705614,0.2329952,1,56,240ml,7:50,8:15,14/05/2021,3157,4615,,,
4,4,End,Week 7,Macrocystis,5,Tegula pulligo,Dusky turban snail,34,30,4,236,10.95,0.01095,0.02134962,0.2337784,1,46,240ml,9:10,9:55,13/05/2021,136,192,,3,
9,9,Start,Week 2,Unfed,4,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,21.69,0.02169,0.01329041,0.2354788,1,36,240ml,13:45,14:20,10/04/2021,17315,18506,,,
3,3,Start,Week 2,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,9.68,0.00968,0.02465001,0.2386121,1,30,240ml,8:50,9:50,10/04/2021,3178,5302,,,
9,9,Start,Week 2,Unfed,2,Mesocentrotus franciscanus,Red sea urchin,325,300,25,215,20.57,0.02057,0.0116534,0.2397104,1,35,240ml,12:33,13:35,10/04/2021,13820,17560,,,
4,4,End,Week 7,Macrocystis,5,Mesocentrotus franciscanus,Red sea urchin,307,300,7,233,6.94,0.00694,0.03559108,0.2470021,1,49,?,10:35,11:07,13/05/2021,222,254,,,
9,9,End,Week 7,Unfed,3,Tegula pulligo,Dusky turban snail,33,30,3,237,7.77,0.00777,0.03195891,0.2483207,1,82,240ml,12:20,13:10,15/05/2021,13715,16352,,3,
6,6,Start,Week 2,Macrocystis,10,Mesocentrotus franciscanus,Red sea urchin,305,300,5,235,9.9,0.0099,0.02578375,0.2552592,1,41,240ml,17:08,17:45,10/04/2021,25554,27855,,,
4,4,Start,Week 2,Macrocystis,5,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,15.05,0.01505,0.02288712,0.3444512,1,8,240ml,15:00,15:30,08/04/2021,460,490,,,
2,2,Start,Week 2,Saccharina,1,Pomaulax gibberosus,Red turban snail,505,500,5,235,13.76,0.01376,0.01047258,0.1525494,1,18,?,10:00,10:40,09/04/2021,154,194,Used D1Channel10 for background resp (broken sensor),,
3,3,Start,Week 2,Saccharina,3,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,17.83,0.01783,0.01441361,0.2569947,1,30,240ml,8:50,9:50,10/04/2021,3178,5302,,,
9,9,Start,Week 2,Unfed,7,Pomaulax gibberosus,Red turban snail,310,300,10,230,15.96,0.01596,0.009342181,0.1491012,0.97,35,240ml,12:33,13:35,10/04/2021,13900,16308,,,
8,8,End,Week 7,Unfed,2,Pomaulax gibberosus,Red turban snail,325,300,25,215,50.07,0.05007,0.007005974,0.2654129,1,65,240ml,14:05,15:00,14/05/2021,20595,22597,,,
7,7,End,Week 7,Unfed,4,Mesocentrotus franciscanus,Red sea urchin,550,500,50,580,56.5,0.0565,0.004710007,0.2661154,1,52,630ml,14:20,15:30,13/05/2021,448,514,,,
7,7,Start,Week 2,Unfed,8,Strongylocentrotus purpuratus,Purple sea urchin,520,500,20,610,44.35,0.04435,0.0117335,0.5203809,0.98,9,630ml,16:00,16:35,08/04/2021,522,558,,,
6,6,Start,Week 2,Macrocystis,3,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,15.39,0.01539,0.01779864,0.2739211,1,41,240ml,17:08,17:45,10/04/2021,26183,28484,,,
6,6,Start,Week 2,Macrocystis,2,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,33.02,0.03302,0.008780383,0.2899283,1,41,240ml,17:08,17:45,10/04/2021,27429,29730,,,
3,3,Start,Week 2,Saccharina,10,Mesocentrotus franciscanus,Red sea urchin,510,500,10,620,20.09,0.02009,0.01449432,0.291191,1,29,240ml,7:35,8:40,10/04/2021,808,4756,kept Ch10 running after others finished,,
7,7,End,Week 7,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,44.63,0.04463,0.006552086,0.2924196,1,52,630ml,14:20,15:30,13/05/2021,448,514,,,
7,7,Start,Week 2,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,520,500,20,610,42.05,0.04205,0.008871375,0.379076,0.99,9,630ml,16:00,16:35,08/04/2021,522,558,,,
5,5,Start,Week 2,Macrocystis,7,Pomaulax gibberosus,Red turban snail,305,300,5,235,8.7,0.0087,0.01633844,0.1421445,1,22,240ml,13:30,14:10,09/04/2021,361,404,Used D1Channel10 for background resp (broken sensor),,
6,6,End,Week 7,Macrocystis,8,Pomaulax gibberosus,Red turban snail,510,500,10,230,22.07,0.02207,0.01385783,0.3058916,1,76,240ml,11:05,11:30,15/05/2021,7648,8550,,,
7,7,Start,Week 2,Unfed,5,Strongylocentrotus purpuratus,Purple sea urchin,530,500,30,600,45.45,0.04545,0.0087207,0.3963558,1,9,630ml,16:00,16:35,08/04/2021,522,558,,,
9,9Extra,End,Week 7,Unfed,9,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,14.51,0.01451,0.02167377,0.3144981,1,80,240ml,14:05,14:50,15/05/2021,16800,19488,,,
7,7,Start,Week 2,Unfed,4,Strongylocentrotus purpuratus,Purple sea urchin,530,500,30,600,44.47,0.04447,0.01130426,0.5027004,1,9,630ml,16:00,16:35,08/04/2021,522,558,,,
6,6,End,Week 7,Macrocystis,8,Mesocentrotus franciscanus,Red sea urchin,570,500,70,560,91.82,0.09182,0.003503549,0.3216959,1,75,630ml,10:30,10:55,15/05/2021,5089,6404,SOMETHING WEIRD ABOUT TIME,,
4,4,End,Week 7,Macrocystis,3,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,15.34,0.01534,0.02121524,0.3254418,1,49,?,10:35,11:07,13/05/2021,222,254,,,
7,7,End,Week 7,Unfed,8,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,42.9,0.0429,0.007820611,0.3355042,1,51,630ml,13:30,14:15,13/05/2021,401,440,,,
8,8,Start,Week 2,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,530,500,30,600,38.18,0.03818,0.008827247,0.3370243,1,27,630ml,18:10,19:00,09/04/2021,643,702,Used D1Channel10 for background resp (broken sensor),,
1,1,End,Week 7,Saccharina,6,Mesocentrotus franciscanus,Red sea urchin,310,300,10,230,11.83,0.01183,0.02853717,0.3375947,1,44,240ml,8:10,8:40,13/05/2021,79,108,,,
9,9,Start,Week 2,Unfed,5,Pomaulax gibberosus,Red turban snail,310,300,10,230,10.79,0.01079,0.01296066,0.1398455,1,34,240ml,11:35,12:23,10/04/2021,10247,13055,,,
9,9,Start,Week 2,Unfed,9,Strongylocentrotus purpuratus,Purple sea urchin,555,500,55,575,82.93,0.08293,0.0039713,0.3405339,1,33,630ml,14:30,15:15,10/04/2021,17500,18764,"stuck stir bar; restarted ch5, 8 and 9 at 14:51",,
7,7,Start,Week 2,Unfed,3,Strongylocentrotus purpuratus,Purple sea urchin,590,500,90,540,121.14,0.12114,0.007005644,0.842604,1,9,630ml,16:00,16:35,08/04/2021,522,558,,,
3,3,End,Week 7,Saccharina,6,Pomaulax gibberosus,Red turban snail,515,500,15,225,33.36,0.03336,0.01038608,0.3465232,1,70,240ml,7:25,7:50,15/05/2021,537,1846,,,
9,9,Start,Week 2,Unfed,10,Mesocentrotus franciscanus,Red sea urchin,330,300,30,210,27.63,0.02763,0.01258869,0.3478255,1,36,240ml,13:45,14:20,10/04/2021,17888,20079,,,
1,1,End,Week 7,Saccharina,1,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,12.57,0.01257,0.02822439,0.3547806,1,44,240ml,8:10,8:40,13/05/2021,79,108,,,
7,7,Start,Week 2,Unfed,7,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,79.92,0.07992,0.01220954,0.9757863,1,9,630ml,16:00,16:35,08/04/2021,522,558,,,
5,5,Start,Week 2,Macrocystis,1,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,16.96,0.01696,0.02104775,0.3569698,1,21,240ml,12:45,13:15,09/04/2021,320,348,Used D1Channel10 for background resp (broken sensor),,
7,7,Start,Week 2,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,620,500,120,510,155.11,0.15511,0.009901598,1.535837,1,9,630ml,16:00,16:35,08/04/2021,522,558,,,
7,7,Start,Week 2,Unfed,9,Strongylocentrotus purpuratus,Purple sea urchin,610,500,110,520,145.84,0.14584,0.06577576,6.735164,1,9,630ml,16:00,16:35,08/04/2021,522,558,,,
8,8Extra,End,Week 7,Unfed,7,Mesocentrotus franciscanus,Red sea urchin,510,500,10,230,16.35,0.01635,0.02286856,0.3655405,1,68,240ml,16:20,17:05,14/05/2021,27770,29772,,,
9,9,End,Week 7,Unfed,9,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,48.86,0.04886,0.007569875,0.3698641,1,78,630ml,15:40,16:40,15/05/2021,23132,24914,"stir bar stuck, restarted at 16:07",,
5,5,End,Week 7,Macrocystis,4,Pomaulax gibberosus,Red turban snail,320,300,20,220,30.32,0.03032,0.01222502,0.3706677,1,61,240ml,10:55,11:17,14/05/2021,11525,12792,,,
2,2,End,Week 7,Saccharina,3,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,14.59,0.01459,0.02571191,0.3751541,1,58,240ml,8:20,9:00,14/05/2021,4616,7024,,,
2,2,Start,Week 2,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,520,500,20,610,25.82,0.02582,0.01472979,0.3803231,1,16,630ml,10:55,11:25,09/04/2021,207,240,Used D1Channel10 for background resp (broken sensor),,
9,9,End,Week 7,Unfed,6,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,49.2,0.0492,0.007752216,0.3824828,1,78,630ml,15:40,16:40,15/05/2021,18414,21893,accidentally stopped & restarted ,,
5,5,End,Week 7,Macrocystis,1,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,18.64,0.01864,0.02110943,0.3875351,1,62,240ml,11:30,12:15,14/05/2021,12793,15597,,,
4,4,End,Week 7,Macrocystis,6,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,16.97,0.01697,0.02288276,0.3883204,1,49,?,10:35,11:07,13/05/2021,222,254,,,
7,7,Start,Week 2,Unfed,6,Strongylocentrotus purpuratus,Purple sea urchin,650,500,150,480,198.27,0.19827,,NA,NA,9,630ml,16:00,16:35,08/04/2021,522,558,animal too large for chamber,,
2,2,End,Week 7,Saccharina,4,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,22.75,0.02275,0.01737421,0.3952296,1,58,240ml,8:20,9:00,14/05/2021,4616,7024,,,
7,7,Start,Week 2,Unfed,6,Mesocentrotus franciscanus,Red sea urchin,540,500,40,590,62.18,0.06218,0.006410328,0.3985942,0.99,10,630ml,16:45,17:45,08/04/2021,566,628,,,
5,5,End,Week 7,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,19.36,0.01936,0.02108764,0.4082808,1,62,240ml,11:30,12:15,14/05/2021,12793,15597,,,
7,7,End,Week 7,Unfed,2,Strongylocentrotus purpuratus,Purple sea urchin,540,500,40,590,44.59,0.04459,0.03313064,0.4164788,1,52,630ml,14:20,15:30,13/05/2021,448,514,,,
3,3,Start,Week 2,Saccharina,5,Mesocentrotus franciscanus,Red sea urchin,515,500,15,615,22.5,0.0225,0.01942244,0.4370048,1,29,630ml,7:35,8:40,10/04/2021,808,3177,,,
8,8,Start,Week 2,Unfed,7,Pomaulax gibberosus,Red turban snail,310,300,10,230,9.32,0.00932,0.01101407,0.1090696,0.99,24,240ml,15:20,15:40,09/04/2021,473,526,Used D1Channel10 for background resp (broken sensor),,
5,5,Start,Week 2,Macrocystis,4,Mesocentrotus franciscanus,Red sea urchin,515,500,15,615,23.96,0.02396,0.01870389,0.4481453,1,20,630ml,12:09,12:40,09/04/2021,283,313,Used D1Channel10 for background resp (broken sensor),,
7,7,Start,Week 2,Unfed,1,Strongylocentrotus purpuratus,Purple sea urchin,510,500,10,620,13.35,0.01335,0.01496923,0.1998392,1,10,630ml,16:45,17:45,08/04/2021,566,628,,,
2,2,End,Week 7,Saccharina,6,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,14.1,0.0141,0.03227785,0.4551593,1,58,240ml,8:20,9:00,14/05/2021,4616,7024,,,
1,1,End,Week 7,Saccharina,8,Mesocentrotus franciscanus,Red sea urchin,510,500,10,620,19.46,0.01946,0.02393278,0.4657318,1,43,630ml,7:35,7:55,13/05/2021,39,71,,,
8,8,Start,Week 2,Unfed,7,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,78.71,0.07871,0.005979867,0.4684117,1,26,630ml,17:20,18:00,09/04/2021,594,635,Used D1Channel10 for background resp (broken sensor),,
5,5,End,Week 7,Macrocystis,6,Mesocentrotus franciscanus,Red sea urchin,315,300,15,225,19.49,0.01949,0.02432159,0.4740348,1,62,240ml,11:30,12:15,14/05/2021,12793,15597,,,
7,7,End,Week 7,Unfed,7,Mesocentrotus franciscanus,Red sea urchin,560,500,60,570,80.74,0.08074,0.005882,0.4749126,1,52,630ml,14:20,15:30,13/05/2021,448,514,,,
4,4,End,Week 7,Macrocystis,1,Mesocentrotus franciscanus,Red sea urchin,325,300,25,215,21.86,0.02186,0.02251625,0.4922052,1,49,?,10:35,11:07,13/05/2021,222,254,,,
9,9,Start,Week 2,Unfed,10,Strongylocentrotus purpuratus,Purple sea urchin,550,500,50,580,68.66,0.06866,0.007250178,0.4977972,1,33,630ml,14:30,15:15,10/04/2021,20080,22927,,,
1,1,End,Week 7,Saccharina,3,Mesocentrotus franciscanus,Red sea urchin,320,300,20,220,17.11,0.01711,0.0291929,0.4994906,1,44,240ml,8:10,8:40,13/05/2021,79,108,,,
